case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-25086;2024-06-01;2024-05-26;2024-06-01;The chatbot helped with my payment, but it was slow.;neutral;3;phone;39;3;DETRACTOR;0;0;Grupo F,Grupo C,Grupo J;3;3;Grupo J;Loan Inquiry
CASE-24743;2023-01-11;2023-01-08;2023-01-01;The email team solved my issue with a single reply.;positive;5;phone;21;5;PROMOTER;1;1;Grupo I,Grupo B,Grupo C;3;3;Grupo C;Payment Issues
CASE-23088;2024-06-05;2024-06-02;2024-06-01;The email team was fast and solved my problem.;positive;5;email;270;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-26584;2022-12-08;2022-12-04;2022-12-01;The phone agent was great at explaining my loan terms.;positive;5;phone;6;4;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Login Problems
CASE-24270;2025-01-29;2025-01-26;2025-01-01;Email support was amazing, they responded right away.;positive;4;phone;11;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-29571;2022-01-22;2022-01-16;2022-01-01;The chatbot was fine, took time to assist.;neutral;3;email;449;3;DETRACTOR;1;1;Grupo B;1;1;Grupo B;Login Problems
CASE-22549;2024-04-22;2024-04-21;2024-04-01;The chatbot made checking my rewards so simple.;positive;5;email;232;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-27315;2022-08-31;2022-08-28;2022-08-01;The chatbot couldn’t help with my card replacement.;negative;2;chatbot;42;1;DETRACTOR;0;1;Grupo H,Grupo J,Grupo J;2;3;Grupo J;Loan Inquiry
CASE-23439;2022-02-07;2022-02-06;2022-02-01;Email support ignored my complaint completely.;negative;2;chatbot;28;1;DETRACTOR;0;0;Grupo I,Grupo E,Grupo E,Grupo F;3;4;Grupo F;Fees Inquiry
CASE-21208;2023-09-28;2023-09-24;2023-09-01;The chatbot made banking so convenient, I love it!;positive;5;email;426;5;PROMOTER;1;1;Grupo E,Grupo H,Grupo F;3;3;Grupo F;Balance Inquiry
CASE-23748;2023-11-01;2023-10-29;2023-11-01;Email support was average, nothing special.;neutral;3;chatbot;8;4;PROMOTER;1;1;Grupo F,Grupo G,Grupo A;3;3;Grupo A;Fraud Report
CASE-24238;2023-06-18;2023-06-18;2023-06-01;Email support was polite and answered all my questions.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo E,Grupo G;2;2;Grupo G;Fees Inquiry
CASE-22502;2022-08-03;2022-07-31;2022-08-01;The email response was sloppy and unclear.;negative;1;chatbot;27;1;DETRACTOR;0;0;Grupo C,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-16156;2022-01-10;2022-01-09;2022-01-01;The email team helped me update my contact info effortlessly.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo A,Grupo F;2;2;Grupo F;General Inquiry
CASE-25862;2024-01-31;2024-01-28;2024-01-01;The chatbot guided me through online banking setup flawlessly.;positive;5;phone;8;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-17541;2024-09-12;2024-09-08;2024-09-01;Email support was a complete letdown.;negative;1;phone;39;2;DETRACTOR;0;0;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-19230;2022-04-28;2022-04-24;2022-04-01;The phone agent fixed my issue with a great attitude.;positive;4;email;91;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-25525;2022-06-11;2022-06-05;2022-06-01;The phone agent was okay, no big problems.;neutral;3;chatbot;8;3;DETRACTOR;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-28522;2023-08-25;2023-08-20;2023-08-01;The chatbot kept looping with no solution.;negative;2;email;2880;2;DETRACTOR;0;0;Grupo C,Grupo A,Grupo E,Grupo E;3;4;Grupo E;Balance Inquiry
CASE-15694;2022-03-27;2022-03-27;2022-03-01;The chatbot assisted with my account setup smoothly.;positive;4;phone;23;5;PROMOTER;1;1;Grupo B,Grupo H,Grupo I;3;3;Grupo I;Loan Inquiry
CASE-16975;2023-01-23;2023-01-22;2023-01-01;The phone agent explained everything in a friendly way.;positive;5;chatbot;4;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-28397;2025-01-11;2025-01-05;2025-01-01;The phone agent didn’t know basic banking info.;negative;2;chatbot;32;2;DETRACTOR;0;0;Grupo G,Grupo D;2;2;Grupo D;General Inquiry
CASE-15962;2024-08-18;2024-08-18;2024-08-01;The chatbot assisted me with my card replacement smoothly.;positive;5;phone;6;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-28214;2022-05-15;2022-05-15;2022-05-01;The phone agent didn’t even try to assist me.;negative;1;phone;64;2;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-27130;2022-06-25;2022-06-19;2022-06-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;4;phone;17;5;PROMOTER;1;1;Grupo I,Grupo J;2;2;Grupo J;Loan Inquiry
CASE-15142;2022-02-13;2022-02-13;2022-02-01;The email response was rude and incomplete.;negative;1;email;1818;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo H;3;3;Grupo H;Transaction Error
CASE-22897;2023-05-06;2023-04-30;2023-05-01;The email response was detailed and very helpful.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-24656;2022-03-09;2022-03-06;2022-03-01;The chatbot guided me through online banking setup flawlessly.;positive;4;email;279;5;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Payment Issues
CASE-29303;2024-12-01;2024-12-01;2024-12-01;The chatbot couldn’t help with my card replacement.;negative;2;email;4257;1;DETRACTOR;0;0;Grupo B,Grupo C;2;2;Grupo C;Login Problems
CASE-15513;2023-01-05;2023-01-01;2023-01-01;The phone service was awful, no one knew what to do.;negative;1;phone;61;2;DETRACTOR;0;0;Grupo C,Grupo H,Grupo F;3;3;Grupo F;Payment Issues
CASE-21311;2024-10-24;2024-10-20;2024-10-01;The chatbot handled my payment query perfectly.;positive;4;chatbot;3;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-24515;2023-12-24;2023-12-24;2023-12-01;The phone agent was impatient and rude.;negative;2;email;3254;2;DETRACTOR;0;0;Grupo H,Grupo E,Grupo E,Grupo I;3;4;Grupo I;Transaction Error
CASE-22878;2024-02-20;2024-02-18;2024-02-01;The email team solved my issue with a single reply.;positive;4;phone;8;4;PROMOTER;1;1;Grupo C,Grupo H,Grupo H;2;3;Grupo H;Account Setup
CASE-15812;2024-08-31;2024-08-25;2024-08-01;The email response was spot on and very professional.;positive;5;phone;6;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-20674;2022-04-27;2022-04-24;2022-04-01;Phone support was amazing, they handled my complaint well.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-18660;2024-07-12;2024-07-07;2024-07-01;The email team took days to reply with nothing useful.;negative;2;chatbot;29;1;DETRACTOR;0;0;Grupo H,Grupo I,Grupo B,Grupo D;4;4;Grupo D;Card Issues
CASE-23657;2023-09-14;2023-09-10;2023-09-01;Phone support was awful, they ignored my problem.;negative;1;phone;36;1;DETRACTOR;0;0;Grupo D,Grupo A,Grupo I;3;3;Grupo I;Fraud Report
CASE-20804;2022-03-14;2022-03-13;2022-03-01;The email team took forever and didn’t help.;negative;1;email;2605;2;DETRACTOR;0;0;Grupo I,Grupo H,Grupo I;2;3;Grupo I;Loan Inquiry
CASE-28322;2024-12-04;2024-12-01;2024-12-01;The phone service was awful, no one knew what to do.;negative;2;phone;45;2;DETRACTOR;0;0;Grupo C,Grupo C,Grupo H;2;3;Grupo H;Payment Issues
CASE-24272;2023-02-11;2023-02-05;2023-02-01;Email support was polite and answered all my questions.;positive;4;email;92;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-26970;2022-04-04;2022-04-03;2022-04-01;The email response was professional and to the point.;positive;4;email;245;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Transaction Error
CASE-15152;2025-02-23;2025-02-23;2025-02-01;The chatbot gave me wrong payment instructions.;negative;2;chatbot;46;1;DETRACTOR;0;0;Grupo H,Grupo B,Grupo F,Grupo J;4;4;Grupo J;Transaction Error
CASE-29782;2023-03-10;2023-03-05;2023-03-01;Email support was fine, met my expectations.;neutral;3;chatbot;9;3;DETRACTOR;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-16054;2025-02-18;2025-02-16;2025-02-01;The phone agent helped me with my rewards program.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Login Problems
CASE-29826;2022-12-12;2022-12-11;2022-12-01;Phone support was terrible, they wasted my time.;negative;2;email;2560;2;DETRACTOR;0;0;Grupo E,Grupo G,Grupo C;3;3;Grupo C;Card Issues
CASE-20536;2024-01-07;2024-01-07;2024-01-01;I’m impressed with how fast my loan application was processed.;positive;5;phone;16;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;General Inquiry
CASE-20008;2023-12-17;2023-12-17;2023-12-01;I’m impressed with how fast my loan application was processed.;positive;4;email;152;4;PROMOTER;1;1;Grupo G,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-27254;2024-10-10;2024-10-06;2024-10-01;Email support was terrible, they ignored me.;negative;1;chatbot;46;2;DETRACTOR;0;0;Grupo F,Grupo J,Grupo J,Grupo F,Grupo H;3;5;Grupo H;Fraud Report
CASE-22777;2025-01-20;2025-01-19;2025-01-01;The phone agent was fine, nothing standout.;neutral;3;chatbot;21;3;DETRACTOR;0;1;Grupo C,Grupo J,Grupo E,Grupo H;4;4;Grupo H;Account Setup
CASE-29417;2025-02-08;2025-02-02;2025-02-01;The email team was okay, response was basic.;neutral;3;email;1473;3;DETRACTOR;0;0;Grupo F;1;1;Grupo F;Login Problems
CASE-26820;2024-10-24;2024-10-20;2024-10-01;The phone team was professional and handled my request well.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo F,Grupo F,Grupo J;2;3;Grupo J;Card Issues
CASE-27463;2023-10-28;2023-10-22;2023-10-01;Phone support was average, met basic needs.;neutral;3;chatbot;10;3;DETRACTOR;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-16352;2023-06-30;2023-06-25;2023-06-01;The chatbot made my experience so convenient!;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-26971;2025-02-21;2025-02-16;2025-02-01;Email support exceeded my expectations with their quick reply.;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-17671;2023-10-12;2023-10-08;2023-10-01;The phone agent was patient and solved my problem.;positive;5;phone;12;4;PROMOTER;1;1;Grupo C,Grupo I,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-29351;2022-01-15;2022-01-09;2022-01-01;The chatbot quickly helped me reset my password.;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo F,Grupo I;2;2;Grupo I;Loan Inquiry
CASE-17247;2022-12-17;2022-12-11;2022-12-01;Email support didn’t bother to read my email.;negative;2;email;4043;1;DETRACTOR;0;0;Grupo B,Grupo H,Grupo E;3;3;Grupo E;Fraud Report
CASE-28358;2023-10-13;2023-10-08;2023-10-01;The phone agent didn’t even try to assist me.;negative;1;chatbot;23;2;DETRACTOR;0;0;Grupo C,Grupo F,Grupo D,Grupo D;3;4;Grupo D;Fraud Report
CASE-25053;2025-02-24;2025-02-23;2025-02-01;The phone agent was friendly and fixed my login issue.;positive;4;email;246;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-24557;2024-06-24;2024-06-23;2024-06-01;Phone support was awful, they ignored my problem.;negative;2;phone;71;2;DETRACTOR;0;0;Grupo H,Grupo G,Grupo I,Grupo H;3;4;Grupo H;Login Problems
CASE-17936;2025-02-04;2025-02-02;2025-02-01;The service was top-notch, I’m so happy with this bank!;positive;5;email;118;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-18921;2022-03-04;2022-02-27;2022-03-01;The phone agent was fine, nothing standout.;neutral;3;email;1676;3;DETRACTOR;0;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-18862;2024-03-30;2024-03-24;2024-03-01;I waited on hold for an hour, this is unacceptable.;negative;2;email;4832;2;DETRACTOR;0;1;Grupo E,Grupo F,Grupo A,Grupo D,Grupo A;4;5;Grupo A;Login Problems
CASE-27946;2022-05-08;2022-05-08;2022-05-01;Phone support made me feel confident about my banking.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo F,Grupo I;2;2;Grupo I;Card Issues
CASE-26183;2024-08-29;2024-08-25;2024-08-01;The email team provided excellent service, I’m happy!;positive;5;email;64;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-23542;2022-02-25;2022-02-20;2022-02-01;I waited forever on the phone, and they didn’t help.;negative;2;email;1744;1;DETRACTOR;0;0;Grupo C,Grupo G,Grupo C,Grupo F;3;4;Grupo F;Login Problems
CASE-18117;2023-06-25;2023-06-25;2023-06-01;Phone support was disrespectful and unhelpful.;negative;2;phone;38;2;DETRACTOR;0;1;Grupo B,Grupo D;2;2;Grupo D;Payment Issues
CASE-18292;2022-11-20;2022-11-20;2022-11-01;The chatbot made checking my rewards so simple.;positive;5;phone;6;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-29412;2022-04-27;2022-04-24;2022-04-01;The chatbot was fast and accurate with my inquiry.;positive;5;chatbot;6;4;PROMOTER;1;0;Grupo C,Grupo I;2;2;Grupo I;Card Issues
CASE-28795;2022-12-23;2022-12-18;2022-12-01;The phone agent was so patient with my account setup.;positive;4;chatbot;3;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-15208;2023-03-10;2023-03-05;2023-03-01;The phone agent helped me with my rewards program.;positive;4;email;101;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-28663;2023-09-22;2023-09-17;2023-09-01;The chatbot couldn’t handle my payment issue.;negative;2;chatbot;14;1;DETRACTOR;0;0;Grupo A,Grupo F,Grupo B;3;3;Grupo B;Balance Inquiry
CASE-23249;2025-02-26;2025-02-23;2025-02-01;The phone agent was friendly and fixed my login issue.;positive;5;email;62;4;PROMOTER;1;1;Grupo A,Grupo A,Grupo E;2;3;Grupo E;Login Problems
CASE-19098;2023-08-08;2023-08-06;2023-08-01;The email support team was efficient and friendly.;positive;5;email;270;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;General Inquiry
CASE-21089;2024-03-23;2024-03-17;2024-03-01;The phone team wasted my time with no solution.;negative;1;phone;32;2;DETRACTOR;0;0;Grupo D,Grupo H;2;2;Grupo H;Fees Inquiry
CASE-15867;2024-06-06;2024-06-02;2024-06-01;Great customer service, the phone representative was so polite!;positive;4;phone;13;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;General Inquiry
CASE-19832;2022-06-10;2022-06-05;2022-06-01;Email support was excellent and very responsive.;positive;5;phone;24;4;PROMOTER;1;1;Grupo E,Grupo I,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-22396;2024-05-21;2024-05-19;2024-05-01;The email team was courteous and efficient.;positive;4;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-27437;2023-02-08;2023-02-05;2023-02-01;The chatbot failed to help with my account setup.;negative;1;email;4183;2;DETRACTOR;0;1;Grupo F,Grupo G,Grupo E,Grupo G;3;4;Grupo G;Login Problems
CASE-28674;2023-02-12;2023-02-12;2023-02-01;The phone agent walked me through everything step-by-step.;positive;5;email;227;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-16068;2022-11-11;2022-11-06;2022-11-01;The email response was thorough and polite.;positive;5;email;351;4;PROMOTER;1;1;Grupo F,Grupo J,Grupo E;3;3;Grupo E;General Inquiry
CASE-20231;2022-03-18;2022-03-13;2022-03-01;The chatbot made checking my rewards so simple.;positive;4;phone;23;4;PROMOTER;1;1;Grupo D,Grupo J,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-28691;2025-01-26;2025-01-26;2025-01-01;The email team solved my issue with a single reply.;positive;5;email;89;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Login Problems
CASE-20950;2022-02-03;2022-01-30;2022-02-01;Email support was fast and fixed my login issue.;positive;5;phone;19;5;PROMOTER;1;1;Grupo F,Grupo E;2;2;Grupo E;Payment Issues
CASE-15742;2023-01-05;2023-01-01;2023-01-01;The phone team made my experience so pleasant today.;positive;4;phone;14;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-18645;2024-12-08;2024-12-08;2024-12-01;The chatbot made paying my bill so easy and fast.;positive;5;chatbot;4;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-23718;2023-05-28;2023-05-28;2023-05-01;The phone agent hung up on me mid-conversation.;negative;2;email;1468;1;DETRACTOR;0;0;Grupo F,Grupo J,Grupo G;3;3;Grupo G;Fees Inquiry
CASE-27640;2023-10-31;2023-10-29;2023-10-01;I received a detailed email response in less than an hour.;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-24292;2022-07-05;2022-07-03;2022-07-01;The chatbot assisted with my account setup smoothly.;positive;4;phone;15;4;PROMOTER;1;1;Grupo I,Grupo J;2;2;Grupo J;Transaction Error
CASE-23725;2024-07-10;2024-07-07;2024-07-01;The email response was rude and dismissive.;negative;2;chatbot;24;2;DETRACTOR;0;0;Grupo D,Grupo G,Grupo F;3;3;Grupo F;Loan Inquiry
CASE-29822;2023-09-24;2023-09-24;2023-09-01;I received a detailed email response in less than an hour.;positive;5;chatbot;6;4;PROMOTER;1;0;Grupo G,Grupo F;2;2;Grupo F;Balance Inquiry
CASE-23910;2022-06-21;2022-06-19;2022-06-01;Email support exceeded my expectations with their quick reply.;positive;4;phone;9;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-15529;2022-11-05;2022-10-30;2022-11-01;The phone agent helped me set up alerts with ease.;positive;4;phone;6;4;PROMOTER;1;1;Grupo J,Grupo I,Grupo C;3;3;Grupo C;Card Issues
CASE-27870;2022-04-24;2022-04-24;2022-04-01;The email team took too long to fix my login issue.;negative;2;email;9065;1;DETRACTOR;0;1;Grupo J,Grupo I,Grupo H,Grupo B,Grupo I;4;5;Grupo I;Fraud Report
CASE-20813;2022-09-08;2022-09-04;2022-09-01;Phone support was a nightmare, no help at all.;negative;2;chatbot;25;1;DETRACTOR;0;0;Grupo F,Grupo C;2;2;Grupo C;Fees Inquiry
CASE-15578;2024-04-24;2024-04-21;2024-04-01;Great customer service, the phone representative was so polite!;positive;4;chatbot;1;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-27429;2024-01-12;2024-01-07;2024-01-01;The email team provided excellent service, I’m happy!;positive;4;email;202;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-29468;2023-10-18;2023-10-15;2023-10-01;The phone agent helped me with my rewards program.;positive;4;email;105;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-25955;2022-09-03;2022-08-28;2022-09-01;Email support was the worst, no effort at all.;negative;2;phone;55;2;DETRACTOR;0;1;Grupo F,Grupo A;2;2;Grupo A;Transaction Error
CASE-21789;2022-05-11;2022-05-08;2022-05-01;Phone support was quick and made my day better!;positive;5;phone;15;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-25449;2025-01-06;2025-01-05;2025-01-01;The email support team was efficient and friendly.;positive;4;phone;7;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-28079;2022-06-12;2022-06-12;2022-06-01;The email team sent a reply that solved nothing.;negative;1;chatbot;26;2;DETRACTOR;0;0;Grupo F,Grupo A,Grupo H,Grupo F;3;4;Grupo F;Loan Inquiry
CASE-20049;2022-04-15;2022-04-10;2022-04-01;The email response was rude and incomplete.;negative;2;chatbot;50;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo G;3;3;Grupo G;Account Setup
CASE-15940;2024-06-27;2024-06-23;2024-06-01;Email support was polite and answered all my questions.;positive;4;email;131;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-25489;2023-08-04;2023-07-30;2023-08-01;The chatbot crashed during my transaction query.;negative;1;phone;31;2;DETRACTOR;0;1;Grupo A,Grupo H,Grupo F,Grupo G;4;4;Grupo G;Transaction Error
CASE-18351;2024-10-03;2024-09-29;2024-10-01;The phone agent explained everything in a friendly way.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-23765;2023-08-03;2023-07-30;2023-08-01;The chatbot was quick to assist with my transfer request.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Login Problems
CASE-20477;2022-05-03;2022-05-01;2022-05-01;The chatbot was okay, assisted me eventually.;neutral;3;chatbot;14;3;DETRACTOR;0;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-29243;2024-09-09;2024-09-08;2024-09-01;Great customer service, the phone representative was so polite!;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-26510;2022-11-02;2022-10-30;2022-11-01;I got a fast and friendly response via email, great job!;positive;5;email;119;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-17411;2022-02-09;2022-02-06;2022-02-01;The chatbot kept freezing during my inquiry.;negative;2;email;5960;2;DETRACTOR;0;0;Grupo C,Grupo A,Grupo J,Grupo E;4;4;Grupo E;General Inquiry
CASE-29539;2023-02-01;2023-01-29;2023-02-01;The email response was thorough and polite.;positive;4;chatbot;5;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-20779;2024-08-23;2024-08-18;2024-08-01;Phone support was okay, nothing to rave about.;neutral;3;email;376;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-25959;2023-05-12;2023-05-07;2023-05-01;The phone agent helped me with my rewards program.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-18060;2024-02-12;2024-02-11;2024-02-01;The email team helped me with my statement questions quickly.;positive;5;email;225;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-19544;2025-01-08;2025-01-05;2025-01-01;The phone agent helped me with my rewards program.;positive;4;chatbot;2;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-26256;2022-12-27;2022-12-25;2022-12-01;Email support was terrible, they ignored me.;negative;1;chatbot;10;1;DETRACTOR;1;1;Grupo H,Grupo J,Grupo H,Grupo E;3;4;Grupo E;Card Issues
