case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-23848,2023-01-21,2023-01-15,2023-01-01,The phone agent didn’t understand my issue.,negative,1,3383,2,"Grupo G,Grupo H,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-23848,Superior,MinCovDet
CASE-23073,2024-04-13,2024-04-07,2024-04-01,"Phone support was a nightmare, no help at all.",negative,2,6234,1,"Grupo F,Grupo H,Grupo G",3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-23073,Superior,MinCovDet
CASE-22876,2023-03-12,2023-03-12,2023-03-01,The email team sent a reply that solved nothing.,negative,1,49,1,"Grupo D,Grupo H,Grupo H,Grupo G,Grupo A",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-22876,Superior,MinCovDet
CASE-15591,2024-12-13,2024-12-08,2024-12-01,The phone agent was impatient and rude.,negative,2,3898,1,"Grupo A,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CASE-15591,Superior,MinCovDet
CASE-26765,2024-07-07,2024-07-07,2024-07-01,The phone team was unprofessional and unhelpful.,negative,2,6573,2,"Grupo A,Grupo C,Grupo G,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-26765,Superior,MinCovDet
CASE-27090,2022-07-09,2022-07-03,2022-07-01,The chatbot gave me wrong loan terms info.,negative,1,7517,2,"Grupo E,Grupo E,Grupo H,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-27090,Superior,MinCovDet
CASE-26224,2023-11-21,2023-11-19,2023-11-01,The chatbot couldn’t understand my simple question.,negative,2,1711,1,"Grupo I,Grupo F,Grupo H,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26224,Superior,MinCovDet
CASE-25859,2024-05-30,2024-05-26,2024-05-01,The email team sent a reply that solved nothing.,negative,1,4188,2,"Grupo E,Grupo F,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-25859,Superior,MinCovDet
CASE-19507,2023-12-23,2023-12-17,2023-12-01,The email team ignored my urgent request.,negative,2,5460,1,"Grupo B,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-19507,Superior,MinCovDet
CASE-19648,2022-12-22,2022-12-18,2022-12-01,The chatbot crashed when I tried to check my balance.,negative,1,76,1,"Grupo F,Grupo H,Grupo I,Grupo J",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,CASE-19648,Superior,MinCovDet
CASE-22762,2023-03-01,2023-02-26,2023-03-01,Email support didn’t even try to fix my issue.,negative,2,2765,1,"Grupo H,Grupo A,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22762,Superior,MinCovDet
CASE-21320,2024-08-09,2024-08-04,2024-08-01,The phone agent didn’t even try to assist me.,negative,1,51,1,"Grupo A,Grupo G,Grupo J,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-21320,Superior,MinCovDet
CASE-21505,2023-07-28,2023-07-23,2023-07-01,The phone agent was unhelpful with my fees.,negative,2,86,2,"Grupo H,Grupo C,Grupo G,Grupo C,Grupo D",4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-21505,Superior,MinCovDet
CASE-25358,2022-07-04,2022-07-03,2022-07-01,The chatbot kept freezing during my inquiry.,negative,1,5269,1,"Grupo C,Grupo H,Grupo C",2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-25358,Superior,MinCovDet
CASE-18213,2023-12-29,2023-12-24,2023-12-01,The email response was rude and dismissive.,negative,1,86,1,"Grupo H,Grupo H,Grupo J,Grupo F",3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-18213,Superior,MinCovDet
CASE-19767,2023-08-04,2023-07-30,2023-08-01,The email team didn’t address my issue at all.,negative,1,5290,1,"Grupo F,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,CASE-19767,Superior,MinCovDet
CASE-26665,2023-03-10,2023-03-05,2023-03-01,Email support was rude and unprofessional.,negative,2,90,1,"Grupo G,Grupo I,Grupo I,Grupo I",2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CASE-26665,Superior,MinCovDet
CASE-25178,2023-03-29,2023-03-26,2023-03-01,The chatbot crashed when I tried to check my balance.,negative,1,56,2,"Grupo E,Grupo C,Grupo F,Grupo D,Grupo H",5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CASE-25178,Superior,MinCovDet
CASE-16644,2024-02-16,2024-02-11,2024-02-01,"Phone support was awful, they ignored my problem.",negative,2,60,1,"Grupo G,Grupo I,Grupo D,Grupo G",3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CASE-16644,Superior,MinCovDet
CASE-19644,2024-02-13,2024-02-11,2024-02-01,The email team took forever and didn’t help.,negative,2,29,1,"Grupo C,Grupo J,Grupo A,Grupo A,Grupo G",4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,CASE-19644,Superior,MinCovDet
CASE-15296,2024-10-26,2024-10-20,2024-10-01,The chatbot couldn’t handle my payment issue.,negative,1,3928,1,"Grupo G,Grupo B,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-15296,Superior,MinCovDet
CASE-24404,2023-12-20,2023-12-17,2023-12-01,The chatbot gave me outdated info about my fees.,negative,2,3804,2,"Grupo F,Grupo C,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24404,Superior,MinCovDet
CASE-26372,2022-12-06,2022-12-04,2022-12-01,Email support didn’t bother to read my email.,negative,2,6267,1,"Grupo H,Grupo C,Grupo A,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26372,Superior,MinCovDet
CASE-28883,2023-12-16,2023-12-10,2023-12-01,The chatbot failed to assist with my rewards query.,negative,1,4451,1,"Grupo J,Grupo C,Grupo H,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28883,Superior,MinCovDet
CASE-23265,2023-11-02,2023-10-29,2023-11-01,The chatbot gave me wrong info about my account.,negative,1,3571,1,"Grupo J,Grupo G,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,CASE-23265,Superior,MinCovDet
CASE-20596,2024-11-06,2024-11-03,2024-11-01,The chatbot failed to process my payment request.,negative,2,6254,1,"Grupo H,Grupo E,Grupo D,Grupo F",4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-20596,Superior,MinCovDet
CASE-15388,2022-09-29,2022-09-25,2022-09-01,The phone team didn’t solve my transfer problem.,negative,1,2144,2,"Grupo C,Grupo C,Grupo H,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-15388,Superior,MinCovDet
CASE-26878,2023-07-25,2023-07-23,2023-07-01,Email support didn’t even read my message properly.,negative,1,10361,2,"Grupo G,Grupo J,Grupo H,Grupo E,Grupo F",5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-26878,Superior,MinCovDet
CASE-24405,2024-12-11,2024-12-08,2024-12-01,Phone support was disrespectful and unhelpful.,negative,1,4650,2,"Grupo J,Grupo A,Grupo E,Grupo B,Grupo D",5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24405,Superior,MinCovDet
CASE-22548,2022-03-16,2022-03-13,2022-03-01,The chatbot crashed during my payment request.,negative,1,3622,2,"Grupo G,Grupo A,Grupo A,Grupo B,Grupo E",4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-22548,Superior,MinCovDet
CASE-29716,2022-07-30,2022-07-24,2022-07-01,Phone support was rude and disconnected me.,negative,2,111,2,"Grupo F,Grupo I,Grupo A,Grupo B,Grupo F",4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-29716,Superior,MinCovDet
CASE-15108,2024-07-01,2024-06-30,2024-07-01,The chatbot gave me wrong payment instructions.,negative,2,3966,1,"Grupo H,Grupo H,Grupo D,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-15108,Superior,MinCovDet
CASE-28375,2024-05-24,2024-05-19,2024-05-01,The email team took forever and didn’t help.,negative,2,7095,1,"Grupo E,Grupo J,Grupo I",3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-28375,Superior,MinCovDet
CASE-17332,2022-12-21,2022-12-18,2022-12-01,The email response was late and irrelevant.,negative,1,44,1,"Grupo A,Grupo H,Grupo J,Grupo G",4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17332,Superior,MinCovDet
CASE-16513,2023-10-09,2023-10-08,2023-10-01,"Phone support was a nightmare, no help at all.",negative,1,5757,1,"Grupo A,Grupo E,Grupo G,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CASE-16513,Superior,MinCovDet
CASE-24273,2022-09-16,2022-09-11,2022-09-01,The chatbot couldn’t process my balance request.,negative,2,3496,1,"Grupo J,Grupo G,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-24273,Superior,MinCovDet
CASE-24332,2025-02-10,2025-02-09,2025-02-01,The chatbot misunderstood my loan inquiry completely.,negative,1,5949,2,"Grupo C,Grupo G",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24332,Superior,MinCovDet
CASE-26843,2023-10-05,2023-10-01,2023-10-01,The chatbot crashed when I tried to check my balance.,negative,2,2935,1,"Grupo F,Grupo B,Grupo I,Grupo B,Grupo J",4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CASE-26843,Superior,MinCovDet
CASE-28890,2023-04-14,2023-04-09,2023-04-01,The email team ignored my urgent request.,negative,1,4729,1,"Grupo J,Grupo D,Grupo E,Grupo E",3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-28890,Superior,MinCovDet
CASE-16545,2024-07-21,2024-07-21,2024-07-01,The chatbot gave me wrong payment instructions.,negative,2,5691,1,"Grupo E,Grupo I,Grupo A,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-16545,Superior,MinCovDet
CASE-29793,2022-04-19,2022-04-17,2022-04-01,The phone agent was impatient and rude.,negative,1,54,1,"Grupo I,Grupo A,Grupo I,Grupo E",3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29793,Superior,MinCovDet
CASE-22339,2023-06-23,2023-06-18,2023-06-01,The chatbot couldn’t reset my PIN properly.,negative,2,3230,2,"Grupo B,Grupo H,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22339,Superior,MinCovDet
CASE-28754,2022-07-07,2022-07-03,2022-07-01,The chatbot failed to assist with my rewards query.,negative,1,4896,1,"Grupo G,Grupo J,Grupo A,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28754,Superior,MinCovDet
CASE-24783,2022-06-12,2022-06-12,2022-06-01,Email support ignored my complaint completely.,negative,1,3806,1,"Grupo I,Grupo H,Grupo H,Grupo H",2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,CASE-24783,Superior,MinCovDet
CASE-16760,2024-08-05,2024-08-04,2024-08-01,"Phone support was terrible, they wasted my time.",negative,1,3384,2,"Grupo E,Grupo I,Grupo B,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-16760,Superior,MinCovDet
CASE-28130,2022-12-06,2022-12-04,2022-12-01,The phone team was slow and didn’t care.,negative,2,46,1,"Grupo J,Grupo D,Grupo H,Grupo F",4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28130,Superior,MinCovDet
CASE-20441,2024-07-30,2024-07-28,2024-07-01,"Phone support was a disaster, they made it worse!",negative,2,41,1,"Grupo G,Grupo B,Grupo G,Grupo B,Grupo A",3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20441,Superior,MinCovDet
CASE-23547,2025-02-03,2025-02-02,2025-02-01,The email team sent a reply that solved nothing.,negative,1,7487,2,"Grupo C,Grupo G,Grupo B,Grupo D",4,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-23547,Superior,MinCovDet
CASE-28721,2022-10-18,2022-10-16,2022-10-01,The chatbot crashed when I tried to check my balance.,negative,2,112,1,"Grupo C,Grupo H,Grupo B,Grupo J",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CASE-28721,Superior,MinCovDet
CASE-29226,2022-05-26,2022-05-22,2022-05-01,The chatbot couldn’t process my balance request.,negative,2,4198,2,"Grupo F,Grupo H,Grupo E,Grupo A,Grupo B",5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-29226,Superior,MinCovDet
CASE-29934,2023-04-10,2023-04-09,2023-04-01,The phone team was rude and hung up on me.,negative,1,3953,2,"Grupo A,Grupo H,Grupo C,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29934,Superior,MinCovDet
CASE-28539,2022-12-24,2022-12-18,2022-12-01,The chatbot couldn’t process my balance request.,negative,1,5550,2,"Grupo E,Grupo H,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28539,Superior,MinCovDet
CASE-26949,2022-07-17,2022-07-17,2022-07-01,Email support was slow and didn’t solve anything.,negative,2,125,1,"Grupo C,Grupo H,Grupo I,Grupo H,Grupo J",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-26949,Superior,MinCovDet
CASE-21962,2022-05-28,2022-05-22,2022-05-01,Phone support was the worst I’ve ever experienced.,negative,2,61,2,"Grupo G,Grupo G,Grupo C,Grupo C,Grupo A",3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21962,Superior,MinCovDet
CASE-24410,2023-12-03,2023-12-03,2023-12-01,Email support didn’t even try to fix my issue.,negative,2,3998,1,"Grupo D,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24410,Superior,MinCovDet
CASE-27173,2023-03-07,2023-03-05,2023-03-01,The email team sent a reply that solved nothing.,negative,1,133,1,"Grupo I,Grupo I,Grupo I,Grupo A,Grupo H",3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CASE-27173,Superior,MinCovDet
CASE-26957,2023-10-31,2023-10-29,2023-10-01,The phone agent didn’t care about my complaint.,negative,2,3157,2,"Grupo D,Grupo F,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-26957,Superior,MinCovDet
CASE-17139,2022-12-26,2022-12-25,2022-12-01,The chatbot couldn’t handle my payment issue.,negative,2,3393,1,"Grupo B,Grupo A,Grupo C,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,CASE-17139,Superior,MinCovDet
CASE-19769,2025-01-14,2025-01-12,2025-01-01,"Email support was terrible, they ignored me.",negative,1,2471,1,"Grupo E,Grupo B,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-19769,Superior,MinCovDet
CASE-29920,2024-04-20,2024-04-14,2024-04-01,The chatbot crashed during my payment request.,negative,2,31,1,"Grupo J,Grupo C,Grupo A,Grupo F,Grupo G",5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,CASE-29920,Superior,MinCovDet
CASE-29736,2022-07-04,2022-07-03,2022-07-01,Phone support was slow and didn’t fix my card issue.,negative,1,114,2,"Grupo F,Grupo D,Grupo D,Grupo G,Grupo E",4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-29736,Superior,MinCovDet
CASE-23772,2022-03-29,2022-03-27,2022-03-01,Email support didn’t even read my message properly.,negative,1,1729,1,"Grupo I,Grupo A,Grupo F,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-23772,Superior,MinCovDet
CASE-23061,2024-07-22,2024-07-21,2024-07-01,The email team ignored my urgent card issue.,negative,1,5295,1,"Grupo I,Grupo C,Grupo F,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-23061,Superior,MinCovDet
CASE-24463,2023-07-06,2023-07-02,2023-07-01,The phone agent was rude and didn’t solve my issue.,negative,1,2204,1,"Grupo F,Grupo G,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-24463,Superior,MinCovDet
CASE-21595,2024-09-25,2024-09-22,2024-09-01,"Phone support was a disaster, they made it worse!",negative,1,102,2,"Grupo F,Grupo G,Grupo F,Grupo C,Grupo I",4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-21595,Superior,MinCovDet
CASE-18093,2022-09-11,2022-09-11,2022-09-01,The chatbot failed to help with my balance inquiry.,negative,2,62,1,"Grupo J,Grupo H,Grupo E,Grupo G",4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CASE-18093,Superior,MinCovDet
CASE-26316,2024-10-05,2024-09-29,2024-10-01,The chatbot couldn’t reset my PIN properly.,negative,2,3527,1,"Grupo E,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,CASE-26316,Superior,MinCovDet
CASE-19467,2024-07-26,2024-07-21,2024-07-01,The chatbot crashed when I tried to check my balance.,negative,1,2417,1,"Grupo H,Grupo H,Grupo D,Grupo D",2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-19467,Superior,MinCovDet
CASE-29730,2023-07-05,2023-07-02,2023-07-01,The chatbot kept crashing when I needed help.,negative,1,2452,1,"Grupo C,Grupo I,Grupo G,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-29730,Superior,MinCovDet
CASE-17934,2022-09-03,2022-08-28,2022-09-01,The phone agent didn’t care about my complaint.,negative,1,2070,1,"Grupo C,Grupo E,Grupo I,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-17934,Superior,MinCovDet
CASE-19180,2024-04-17,2024-04-14,2024-04-01,The email team sent a reply that solved nothing.,negative,2,7110,2,"Grupo G,Grupo B,Grupo I",3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-19180,Superior,MinCovDet
CASE-18595,2022-10-25,2022-10-23,2022-10-01,The phone team was rude and hung up on me.,negative,1,43,2,"Grupo H,Grupo D,Grupo A,Grupo J,Grupo A",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18595,Superior,MinCovDet
CASE-22387,2024-12-13,2024-12-08,2024-12-01,The chatbot couldn’t handle my simple transfer request.,negative,2,3274,2,"Grupo C,Grupo F,Grupo A,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-22387,Superior,MinCovDet
CASE-24137,2025-01-14,2025-01-12,2025-01-01,The email team took too long to fix my login issue.,negative,2,5595,2,"Grupo A,Grupo B,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-24137,Superior,MinCovDet
CASE-23908,2022-04-19,2022-04-17,2022-04-01,The phone team was unprofessional and unhelpful.,negative,1,1695,1,"Grupo H,Grupo E,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-23908,Superior,MinCovDet
CASE-26457,2022-12-12,2022-12-11,2022-12-01,The phone agent refused to escalate my issue.,negative,2,5907,2,"Grupo G,Grupo C,Grupo A,Grupo G",3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-26457,Superior,MinCovDet
CASE-16299,2024-04-17,2024-04-14,2024-04-01,"Email support took days to reply, terrible service!",negative,2,5563,2,"Grupo G,Grupo C",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-16299,Superior,MinCovDet
CASE-22288,2023-12-01,2023-11-26,2023-12-01,The chatbot failed to process my payment request.,negative,1,3701,1,"Grupo D,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-22288,Superior,MinCovDet
CASE-18523,2024-03-30,2024-03-24,2024-03-01,The phone agent didn’t listen to my complaint.,negative,2,54,2,"Grupo J,Grupo E,Grupo A,Grupo J,Grupo H",4,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-18523,Superior,MinCovDet
CASE-24532,2022-07-07,2022-07-03,2022-07-01,The chatbot couldn’t handle my simple question.,negative,2,3524,1,"Grupo J,Grupo A,Grupo E,Grupo D,Grupo E",4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-24532,Superior,MinCovDet
CASE-24722,2023-01-10,2023-01-08,2023-01-01,The chatbot kept looping with no solution.,negative,1,62,2,"Grupo F,Grupo H,Grupo H,Grupo C,Grupo F",3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24722,Superior,MinCovDet
CASE-15105,2023-06-24,2023-06-18,2023-06-01,The chatbot failed to reset my password correctly.,negative,2,4863,2,"Grupo J,Grupo G,Grupo J",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-15105,Superior,MinCovDet
CASE-16778,2024-01-08,2024-01-07,2024-01-01,The chatbot crashed during my transaction query.,negative,2,2971,2,"Grupo A,Grupo F,Grupo F,Grupo D,Grupo D",3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-16778,Superior,MinCovDet
CASE-28040,2025-02-22,2025-02-16,2025-02-01,The email response was vague and unhelpful.,negative,1,2977,2,"Grupo E,Grupo J,Grupo J,Grupo J",2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-28040,Superior,MinCovDet
CASE-27748,2023-07-20,2023-07-16,2023-07-01,The chatbot crashed when I tried to check my balance.,negative,1,2859,1,"Grupo C,Grupo A,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-27748,Superior,MinCovDet
CASE-24525,2022-05-06,2022-05-01,2022-05-01,The email team ignored my urgent card issue.,negative,2,5724,1,"Grupo H,Grupo H,Grupo F",2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-24525,Superior,MinCovDet
CASE-24892,2022-09-22,2022-09-18,2022-09-01,The chatbot crashed when I tried to check my balance.,negative,1,3220,2,"Grupo I,Grupo I,Grupo I,Grupo B",2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24892,Superior,MinCovDet
CASE-27961,2023-06-30,2023-06-25,2023-06-01,The chatbot crashed during my payment request.,negative,1,70,1,"Grupo A,Grupo B,Grupo A,Grupo B",2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-27961,Superior,MinCovDet
CASE-24927,2023-07-01,2023-06-25,2023-07-01,The email team took days to reply with nothing useful.,negative,2,6719,2,"Grupo F,Grupo C,Grupo C",2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-24927,Superior,MinCovDet
CASE-22973,2023-10-07,2023-10-01,2023-10-01,Email support didn’t even read my message properly.,negative,1,3287,2,"Grupo B,Grupo G,Grupo A,Grupo B",3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22973,Superior,MinCovDet
CASE-27722,2024-01-01,2023-12-31,2024-01-01,The chatbot gave me wrong info about my account.,negative,2,7360,1,"Grupo A,Grupo A,Grupo B,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CASE-27722,Superior,MinCovDet
CASE-22695,2024-05-12,2024-05-12,2024-05-01,Phone support was the worst I’ve ever experienced.,negative,2,3612,2,"Grupo E,Grupo F,Grupo D,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-22695,Superior,MinCovDet
