CASE ID;Date;Start of Week;Start of Month;TRANSLATED COMMENTS;Feeling;FEEL;CHANNEL;RESOLUTION TIME (min);CSAT Rating Received;CLASSIFICATION;RESOLVED IN SLA;FIRST TOUCH RESOLUTION;Group Name History;Groups;Total Groups;CSAT Rated Group Name;ISSUE CLASSIFICATION
CASE-1483;2025-05-01;2025-04-27;2025-05-01;The phone agent was friendly and fixed my login issue.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1057;2024-12-09;2024-12-08;2024-12-01;The chatbot gave me outdated info about my fees.;negative;negative;phone;63;1;DETRACTOR;0;0;Grupo F,Grupo J;2;2;Grupo J;Transaction Error
CASE-1081;2023-06-11;2023-06-11;2023-06-01;The phone team was incompetent and slow.;negative;negative;chatbot;11;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Account Setup
CASE-1205;2025-01-28;2025-01-26;2025-01-01;I love how efficient the phone support was today!;positive;positive;chatbot;4;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-1766;2024-11-17;2024-11-17;2024-11-01;The chatbot made resetting my PIN so simple.;positive;positive;phone;5;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-1823;2024-10-14;2024-10-13;2024-10-01;The chatbot couldn’t assist with my statement.;negative;negative;email;3978;1;DETRACTOR;0;0;Grupo H,Grupo J,Grupo A,Grupo I,Grupo B;5;5;Grupo B;Transaction Error
CASE-1184;2023-11-15;2023-11-12;2023-11-01;The phone team was great at helping me with my card.;positive;positive;chatbot;4;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-1549;2025-12-02;2025-11-30;2025-12-01;The chatbot handled my payment query perfectly.;positive;positive;chatbot;2;4;PROMOTER;1;1;Grupo J,Grupo B,Grupo F;3;3;Grupo F;Balance Inquiry
CASE-1654;2024-01-19;2024-01-14;2024-01-01;The staff made transferring funds so easy and stress-free.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1015;2025-07-04;2025-06-29;2025-07-01;Email support was reliable and resolved my concern.;positive;positive;email;217;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Fees Inquiry
CASE-1854;2023-03-05;2023-03-05;2023-03-01;The chatbot was quick to assist with my card issue.;positive;positive;email;75;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Payment Issues
CASE-1632;2023-08-31;2023-08-27;2023-08-01;Email support was fast and fixed my login issue.;positive;positive;email;64;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-1120;2025-12-16;2025-12-14;2025-12-01;The chatbot failed to reset my password correctly.;negative;negative;chatbot;13;1;DETRACTOR;0;1;Grupo C,Grupo G,Grupo J,Grupo H;4;4;Grupo H;Loan Inquiry
CASE-1118;2024-01-09;2024-01-07;2024-01-01;The phone team was unprofessional and unhelpful.;negative;negative;email;4098;2;DETRACTOR;0;0;Grupo F,Grupo A,Grupo H,Grupo H,Grupo E;4;5;Grupo E;Balance Inquiry
CASE-1174;2024-11-11;2024-11-10;2024-11-01;The chatbot handled my balance inquiry like a pro.;positive;positive;phone;5;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
CASE-1434;2025-10-24;2025-10-19;2025-10-01;The chatbot was fast and accurate with my inquiry.;positive;positive;chatbot;4;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-1836;2024-02-04;2024-02-04;2024-02-01;The support team over the phone was incredibly helpful.;positive;positive;phone;6;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-1481;2025-06-24;2025-06-22;2025-06-01;The email team was courteous and efficient.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo F,Grupo F;1;2;Grupo F;Card Issues
CASE-1894;2023-10-08;2023-10-08;2023-10-01;The chatbot was alright, took a few tries.;neutral;neutral;chatbot;31;4;PROMOTER;0;0;Grupo C,Grupo H,Grupo B,Grupo G;4;4;Grupo G;Balance Inquiry
CASE-1764;2025-12-30;2025-12-28;2025-12-01;The email response was late and irrelevant.;negative;negative;chatbot;59;1;DETRACTOR;0;0;Grupo F,Grupo C,Grupo A,Grupo I;4;4;Grupo I;Payment Issues
CASE-1846;2023-05-09;2023-05-07;2023-05-01;The phone agent was patient and solved my problem.;positive;positive;phone;28;5;PROMOTER;1;0;Grupo E,Grupo H;2;2;Grupo H;Balance Inquiry
CASE-1002;2024-05-25;2024-05-19;2024-05-01;Email support was reliable and resolved my concern.;positive;positive;phone;6;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-1908;2025-03-12;2025-03-09;2025-03-01;The chatbot made checking my interest rates so simple.;positive;positive;email;91;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-1113;2024-07-03;2024-06-30;2024-07-01;The phone agent didn’t care about my complaint.;negative;negative;phone;101;2;DETRACTOR;0;0;Grupo B,Grupo C,Grupo G,Grupo A;4;4;Grupo A;Login Problems
CASE-1627;2023-11-14;2023-11-12;2023-11-01;The chatbot handled my balance inquiry like a pro.;positive;positive;email;217;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1651;2024-01-15;2024-01-14;2024-01-01;Phone support was average, got my issue fixed.;neutral;neutral;email;4011;4;PROMOTER;0;1;Grupo I,Grupo J,Grupo C;3;3;Grupo C;Fees Inquiry
CASE-1674;2024-11-22;2024-11-17;2024-11-01;The email response was thorough and polite.;positive;positive;phone;10;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-1235;2023-11-26;2023-11-26;2023-11-01;The email support team was professional and courteous.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-1229;2023-02-14;2023-02-12;2023-02-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo E,Grupo H,Grupo J;3;3;Grupo J;Payment Issues
CASE-1896;2023-10-24;2023-10-22;2023-10-01;The email response was clear and professional.;positive;positive;chatbot;8;5;PROMOTER;1;1;Grupo F,Grupo H;2;2;Grupo H;Payment Issues
CASE-1272;2025-04-11;2025-04-06;2025-04-01;The chatbot assisted me with my card replacement smoothly.;positive;positive;chatbot;3;4;PROMOTER;1;0;Grupo A;1;1;Grupo A;Account Setup
CASE-1804;2023-02-15;2023-02-12;2023-02-01;The chatbot kept looping with no solution.;negative;negative;email;3584;1;DETRACTOR;0;0;Grupo J,Grupo B,Grupo G;3;3;Grupo G;Account Setup
CASE-1365;2023-03-25;2023-03-19;2023-03-01;The phone agent helped me with my rewards program.;positive;positive;phone;7;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1664;2023-04-02;2023-04-02;2023-04-01;The chatbot made paying my bill so easy and fast.;positive;positive;phone;22;4;PROMOTER;1;1;Grupo G,Grupo J,Grupo J;2;3;Grupo J;Payment Issues
CASE-1128;2024-01-26;2024-01-21;2024-01-01;The agent was knowledgeable and made me feel valued.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-1276;2025-01-25;2025-01-19;2025-01-01;The chatbot was quick to assist with my payment query.;positive;positive;email;110;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Fees Inquiry
CASE-1875;2024-05-18;2024-05-12;2024-05-01;Phone support was outstanding and very helpful.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1108;2025-03-23;2025-03-23;2025-03-01;I got a fast and friendly response via email, great job!;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-1247;2025-10-05;2025-10-05;2025-10-01;The email team provided a clear and quick solution.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-1168;2023-06-09;2023-06-04;2023-06-01;The chatbot made banking so convenient, I love it!;positive;positive;email;214;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Login Problems
CASE-1939;2024-11-11;2024-11-10;2024-11-01;The service was top-notch, I’m so happy with this bank!;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-1179;2024-12-13;2024-12-08;2024-12-01;The phone agent didn’t listen to my complaint.;negative;negative;phone;34;2;DETRACTOR;0;0;Grupo C;1;1;Grupo C;Card Issues
CASE-1734;2024-08-14;2024-08-11;2024-08-01;Email support was slow and didn’t solve anything.;negative;negative;phone;162;2;DETRACTOR;0;0;Grupo H,Grupo B,Grupo E,Grupo C;4;4;Grupo C;Payment Issues
CASE-1769;2025-04-17;2025-04-13;2025-04-01;The chatbot helped me check my balance instantly, love it!;positive;positive;phone;13;5;PROMOTER;1;1;Grupo J,Grupo G;2;2;Grupo G;Login Problems
CASE-1512;2025-04-20;2025-04-20;2025-04-01;Email support was alright, nothing impressive.;neutral;neutral;chatbot;10;3;DETRACTOR;1;0;Grupo I;1;1;Grupo I;Payment Issues
CASE-1067;2023-02-13;2023-02-12;2023-02-01;The phone team was courteous and fixed my issue instantly.;positive;positive;phone;11;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-1468;2025-04-14;2025-04-13;2025-04-01;The chatbot made my experience so convenient!;positive;positive;phone;28;5;PROMOTER;1;1;Grupo J,Grupo F;2;2;Grupo F;Transaction Error
CASE-1714;2024-01-03;2023-12-31;2024-01-01;The phone team was rude and hung up on me.;negative;negative;email;2313;2;DETRACTOR;0;0;Grupo F,Grupo E,Grupo A;3;3;Grupo A;General Inquiry
CASE-1477;2023-03-30;2023-03-26;2023-03-01;Quick and friendly service, my card issue was sorted out fast.;positive;positive;email;121;5;PROMOTER;1;1;Grupo F,Grupo I;2;2;Grupo I;Transaction Error
CASE-1009;2023-01-11;2023-01-08;2023-01-01;The phone team was unprofessional and unhelpful.;negative;negative;phone;57;1;DETRACTOR;0;0;Grupo D,Grupo B;2;2;Grupo B;Account Setup
CASE-1439;2024-08-07;2024-08-04;2024-08-01;The chatbot couldn’t handle my simple question.;negative;negative;chatbot;42;2;DETRACTOR;0;0;Grupo B,Grupo D,Grupo B;2;3;Grupo B;General Inquiry
CASE-1286;2023-09-03;2023-09-03;2023-09-01;Phone support was the worst I’ve ever experienced.;negative;negative;phone;148;1;DETRACTOR;0;0;Grupo D,Grupo A,Grupo J,Grupo A,Grupo F;4;5;Grupo F;Transaction Error
CASE-1496;2024-05-12;2024-05-12;2024-05-01;The chatbot guided me through online banking setup flawlessly.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-1676;2025-05-15;2025-05-11;2025-05-01;The chatbot failed to assist with my rewards query.;negative;negative;chatbot;58;2;DETRACTOR;0;0;Grupo H,Grupo A,Grupo D;3;3;Grupo D;Transaction Error
CASE-1351;2024-06-02;2024-06-02;2024-06-01;The email support team was professional and courteous.;positive;positive;phone;6;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-1283;2025-12-04;2025-11-30;2025-12-01;Email support was the worst, no effort at all.;negative;negative;chatbot;74;1;DETRACTOR;0;1;Grupo B,Grupo H,Grupo C,Grupo H;3;4;Grupo H;Loan Inquiry
CASE-1183;2025-03-09;2025-03-09;2025-03-01;The chatbot helped me with my savings goal easily.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1529;2025-06-22;2025-06-22;2025-06-01;The email response was clear and solved my problem.;positive;positive;chatbot;3;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1020;2025-02-09;2025-02-09;2025-02-01;The chatbot answered my loan query, but it was slow.;neutral;neutral;email;1773;4;PROMOTER;0;1;Grupo H,Grupo F;2;2;Grupo F;Card Issues
CASE-1590;2024-07-07;2024-07-07;2024-07-01;The email team didn’t fix my login problem.;negative;negative;chatbot;11;1;DETRACTOR;0;0;Grupo B,Grupo I;2;2;Grupo I;General Inquiry
CASE-1041;2025-05-03;2025-04-27;2025-05-01;The chatbot couldn’t understand my simple question.;negative;negative;phone;93;1;DETRACTOR;0;0;Grupo G,Grupo J;2;2;Grupo J;Account Setup
CASE-1698;2025-08-31;2025-08-31;2025-08-01;Phone support was excellent, they helped me with my statement.;positive;positive;chatbot;2;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-1177;2024-05-11;2024-05-05;2024-05-01;The phone team was courteous and fixed my issue instantly.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Transaction Error
CASE-1861;2023-01-25;2023-01-22;2023-01-01;Email support was slow and didn’t solve anything.;negative;negative;phone;45;1;DETRACTOR;0;0;Grupo B,Grupo I,Grupo A,Grupo E;4;4;Grupo E;Fees Inquiry
CASE-1684;2024-12-22;2024-12-22;2024-12-01;The phone agent hung up on me mid-conversation.;negative;negative;email;2594;2;DETRACTOR;0;0;Grupo J,Grupo F,Grupo B,Grupo C,Grupo C;4;5;Grupo C;Transaction Error
CASE-1288;2023-07-06;2023-07-02;2023-07-01;The email response was rude and incomplete.;negative;negative;email;3192;1;DETRACTOR;0;1;Grupo J,Grupo A,Grupo G,Grupo B;4;4;Grupo B;Fraud Report
CASE-1888;2024-06-13;2024-06-09;2024-06-01;Email support was okay, not impressive.;neutral;neutral;email;2554;3;DETRACTOR;0;0;Grupo C,Grupo A;2;2;Grupo A;Card Issues
CASE-1262;2024-08-30;2024-08-25;2024-08-01;The email team was fast and solved my problem.;positive;positive;phone;5;5;PROMOTER;1;1;Grupo I,Grupo G;2;2;Grupo G;General Inquiry
CASE-1829;2025-06-09;2025-06-08;2025-06-01;The service was top-notch, I’m so happy with this bank!;positive;positive;email;212;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-1360;2023-05-16;2023-05-14;2023-05-01;The email team didn’t fix my login problem.;negative;negative;chatbot;59;2;DETRACTOR;0;1;Grupo B,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-1626;2023-07-14;2023-07-09;2023-07-01;The phone team solved my issue, but it took time.;neutral;neutral;phone;75;4;PROMOTER;0;0;Grupo B,Grupo I,Grupo A,Grupo G;4;4;Grupo G;Loan Inquiry
CASE-1169;2025-11-06;2025-11-02;2025-11-01;The phone agent was friendly and fixed my login issue.;positive;positive;phone;38;5;PROMOTER;0;1;Grupo C,Grupo F,Grupo I;3;3;Grupo I;Balance Inquiry
CASE-1601;2025-06-07;2025-06-01;2025-06-01;Email support was fast and gave me all the info I needed.;positive;positive;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-1210;2024-04-10;2024-04-07;2024-04-01;The phone team was rude and hung up on me.;negative;negative;email;3337;2;DETRACTOR;0;0;Grupo C,Grupo A,Grupo J;3;3;Grupo J;Fees Inquiry
CASE-1694;2024-08-29;2024-08-25;2024-08-01;The chatbot made paying my bill so easy and fast.;positive;positive;phone;21;5;PROMOTER;1;1;Grupo A,Grupo D;2;2;Grupo D;Loan Inquiry
CASE-1811;2025-08-12;2025-08-10;2025-08-01;The chatbot failed to assist with my rewards query.;negative;negative;chatbot;89;2;DETRACTOR;0;0;Grupo A,Grupo B,Grupo F;3;3;Grupo F;Transaction Error
CASE-1901;2025-06-06;2025-06-01;2025-06-01;The chatbot assisted with my fees, but it was slow.;neutral;neutral;chatbot;5;4;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Login Problems
CASE-1083;2023-01-31;2023-01-29;2023-01-01;Phone support was amazing, they handled my complaint well.;positive;positive;phone;15;4;PROMOTER;1;0;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1043;2025-11-23;2025-11-23;2025-11-01;The phone agent was great at explaining my loan terms.;positive;positive;email;165;4;PROMOTER;1;1;Grupo I,Grupo H;2;2;Grupo H;Account Setup
CASE-1616;2024-05-05;2024-05-05;2024-05-01;The chatbot crashed during my payment request.;negative;negative;email;3463;2;DETRACTOR;0;0;Grupo A,Grupo H,Grupo J;3;3;Grupo J;Fees Inquiry
CASE-1309;2024-05-04;2024-04-28;2024-05-01;The phone team was great at helping me with my card.;positive;positive;phone;5;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1516;2025-07-13;2025-07-13;2025-07-01;The phone agent refused to escalate my issue.;negative;negative;phone;81;2;DETRACTOR;0;0;Grupo J,Grupo C;2;2;Grupo C;Fraud Report
CASE-1780;2025-08-13;2025-08-10;2025-08-01;The chatbot failed to answer my mortgage question.;negative;negative;email;1679;2;DETRACTOR;0;0;Grupo F,Grupo D,Grupo I;3;3;Grupo I;Card Issues
CASE-1217;2023-03-06;2023-03-05;2023-03-01;I’m impressed with how fast my loan application was processed.;positive;positive;chatbot;12;5;PROMOTER;0;1;Grupo D,Grupo H,Grupo J;3;3;Grupo J;Account Setup
CASE-1243;2025-07-11;2025-07-06;2025-07-01;The chatbot quickly helped me reset my password.;positive;positive;phone;13;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1010;2023-09-06;2023-09-03;2023-09-01;The chatbot assisted me with my card replacement smoothly.;positive;positive;email;348;5;PROMOTER;1;1;Grupo J,Grupo I;2;2;Grupo I;Card Issues
CASE-1200;2024-05-25;2024-05-19;2024-05-01;The chatbot was fine with my loan question.;neutral;neutral;email;1087;3;DETRACTOR;1;0;Grupo A,Grupo G;2;2;Grupo G;Fees Inquiry
CASE-1779;2023-03-09;2023-03-05;2023-03-01;I got a fast and friendly response via email, great job!;positive;positive;email;174;5;PROMOTER;1;1;Grupo A,Grupo I;2;2;Grupo I;Loan Inquiry
CASE-1449;2024-06-18;2024-06-16;2024-06-01;The email team took too long to fix my login issue.;negative;negative;email;4066;1;DETRACTOR;0;0;Grupo G,Grupo A,Grupo A,Grupo I,Grupo G;3;5;Grupo G;Fraud Report
CASE-1860;2024-07-31;2024-07-28;2024-07-01;The email response was delayed and unhelpful.;negative;negative;phone;70;2;DETRACTOR;0;0;Grupo E,Grupo J,Grupo F,Grupo F;3;4;Grupo F;Card Issues
CASE-1181;2023-08-30;2023-08-27;2023-08-01;The chatbot misunderstood my loan inquiry completely.;negative;negative;phone;103;2;DETRACTOR;0;1;Grupo D,Grupo E,Grupo I;3;3;Grupo I;Transaction Error
CASE-1277;2025-09-27;2025-09-21;2025-09-01;The chatbot handled my balance inquiry like a pro.;positive;positive;chatbot;5;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-1079;2025-04-28;2025-04-27;2025-04-01;The phone team was great at helping me with my card.;positive;positive;phone;7;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-1500;2025-05-30;2025-05-25;2025-05-01;Email support was spot on, they fixed my login problem quickly.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-1572;2024-06-01;2024-05-26;2024-06-01;Email support was okay, not very detailed.;neutral;neutral;phone;47;4;PROMOTER;0;0;Grupo E,Grupo E;1;2;Grupo E;Account Setup
CASE-1137;2023-10-20;2023-10-15;2023-10-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-1099;2023-11-13;2023-11-12;2023-11-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;phone;13;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-1294;2023-01-01;2023-01-01;2023-01-01;The chatbot was fine, took time to assist.;neutral;neutral;email;778;3;DETRACTOR;1;1;Grupo A,Grupo I;2;2;Grupo I;Fraud Report
CASE-1145;2025-09-18;2025-09-14;2025-09-01;The email team was fast and solved my problem.;positive;positive;email;150;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-1873;2023-09-02;2023-08-27;2023-09-01;The email response was spot on and very professional.;positive;positive;phone;7;5;PROMOTER;1;1;Grupo D,Grupo E;2;2;Grupo E;Loan Inquiry
CASE-1267;2024-01-15;2024-01-14;2024-01-01;Phone support was amazing, they handled my complaint well.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo C,Grupo E;2;2;Grupo E;Payment Issues
CASE-1295;2023-11-19;2023-11-19;2023-11-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;positive;phone;26;5;PROMOTER;1;1;Grupo A,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-1357;2023-01-21;2023-01-15;2023-01-01;The phone team was slow and didn’t care.;negative;negative;chatbot;55;2;DETRACTOR;0;0;Grupo C,Grupo E;2;2;Grupo E;Fraud Report
CASE-1560;2024-05-07;2024-05-05;2024-05-01;The chatbot was fine, took time to assist.;neutral;neutral;email;595;3;DETRACTOR;1;1;Grupo D,Grupo H;2;2;Grupo H;Payment Issues
CASE-1658;2025-07-07;2025-07-06;2025-07-01;The support team over the phone was incredibly helpful.;positive;positive;chatbot;7;5;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Payment Issues
CASE-1897;2024-01-28;2024-01-28;2024-01-01;The chatbot answered all my questions perfectly, amazing!;positive;positive;email;108;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Fees Inquiry
CASE-1650;2025-02-14;2025-02-09;2025-02-01;Phone support was quick and made my day better!;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo F,Grupo I,Grupo H;3;3;Grupo H;Login Problems
CASE-1725;2023-08-04;2023-07-30;2023-08-01;The phone agent walked me through everything step-by-step.;positive;positive;email;395;4;PROMOTER;1;1;Grupo D,Grupo H;2;2;Grupo H;Balance Inquiry
CASE-1931;2025-09-04;2025-08-31;2025-09-01;The phone team was rude and hung up on me.;negative;negative;phone;188;1;DETRACTOR;0;0;Grupo C,Grupo H,Grupo I,Grupo G;4;4;Grupo G;Login Problems
CASE-1942;2024-10-14;2024-10-13;2024-10-01;The email response was okay, not very detailed.;neutral;neutral;email;497;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
